movie_id,title,movie_link,year,duration,genre,description,director,actors,rating
96,Gregory'S Girl,https://www.imdb.com/title/tt0082477/,1980,91,"Comedy, Drama, Romance",Gregory is a normal teen who is infatuated with a classmate. He must work to win her affection.,Bill Forsyth,"John Gordon Sinclair, Dee Hepburn, Jake D'Arcy, Clare Grogan",7.1
97,Permanent Vacation,https://www.imdb.com/title/tt0084488/,1980,75,"Comedy, Drama",A young man wanders New York City searching for some meaning in life and encounters many idiosyncratic characters.,Jim Jarmusch,"Chris Parker, Leila Gastil, John Lurie, Richard Boes",6.4
98,Bronco Billy,https://www.imdb.com/title/tt0080472/,1980,116,"Action, Adventure, Comedy","An idealistic, modern-day cowboy struggles to keep his Wild West show afloat in the face of hard luck and waning interest.",Clint Eastwood,"Clint Eastwood, Sondra Locke, Geoffrey Lewis, Scatman Crothers",6.1
99,La Boum,https://www.imdb.com/title/tt0082100/,1980,110,"Comedy, Drama, Romance",This is the story about the first love experiences of a teenage-girl.,Claude Pinoteau,"Claude Brasseur, Brigitte Fossey, Sophie Marceau, Denise Grey",6.7
100,Contamination,https://www.imdb.com/title/tt0082000/,1980,95,"Horror, Sci-Fi","A former astronaut helps a government agent and a police detective track the source of mysterious alien pod spores, filled with lethal flesh-dissolving acid, to a South American coffee plantation controlled by alien pod clones.",Luigi Cozzi,"Ian McCulloch, Louise Marleau, Marino Masé, Siegfried Rauch",5.3
101,Raiders Of The Lost Ark,https://www.imdb.com/title/tt0082971/,1981,115,"Action, Adventure","In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers.",Steven Spielberg,"Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies",8.4
102,Porky'S,https://www.imdb.com/title/tt0084522/,1981,94,Comedy,"In 1954, a group of Florida high-school guys try to help their buddy lose his virginity, which leads them to seek revenge on a sleazy nightclub owner and his redneck sheriff brother for harassing them.",Bob Clark,"Dan Monahan, Mark Herrier, Wyatt Knight, Roger Wilson",6.2
103,An American Werewolf In London,https://www.imdb.com/title/tt0082010/,1981,97,"Comedy, Horror",Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.,John Landis,"David Naughton, Jenny Agutter, Joe Belcher, Griffin Dunne",7.5
104,The Evil Dead,https://www.imdb.com/title/tt0083907/,1981,85,Horror,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons.",Sam Raimi,"Bruce Campbell, Ellen Sandweiss, Richard DeManincor, Betsy Baker",7.5
105,Escape From New York,https://www.imdb.com/title/tt0082340/,1981,99,"Action, Adventure, Sci-Fi","In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him.",John Carpenter,"Kurt Russell, Lee Van Cleef, Ernest Borgnine, Donald Pleasence",7.2
106,Mad Max 2,https://www.imdb.com/title/tt0082694/,1981,96,"Action, Adventure, Sci-Fi","In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.",George Miller,"Mel Gibson, Bruce Spence, Michael Preston, Max Phipps",7.6
107,The Cannonball Run,https://www.imdb.com/title/tt0082136/,1981,95,"Action, Comedy, Sport","A wide variety of eccentric competitors participate in a wild and illegal cross-country road race. However, the eccentric entrants will do anything to win the road race, including low-down, dirty tricks.",Hal Needham,"Burt Reynolds, Roger Moore, Farrah Fawcett, Dom DeLuise",6.3
108,Das Boot,https://www.imdb.com/title/tt0082096/,1981,149,"Adventure, Drama, Thriller","The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror.",Wolfgang Petersen,"Jürgen Prochnow, Herbert Grönemeyer, Klaus Wennemann, Hubertus Bengsch",8.3
109,Possession,https://www.imdb.com/title/tt0082933/,1981,124,"Drama, Horror",A woman starts exhibiting increasingly disturbing behavior after asking her husband for a divorce. Suspicions of infidelity soon give way to something much more sinister.,Andrzej Zulawski,"Isabelle Adjani, Sam Neill, Margit Carstensen, Heinz Bennent",7.4
110,Excalibur,https://www.imdb.com/title/tt0082348/,1981,140,"Adventure, Drama, Fantasy","Merlin the magician helps Arthur Pendragon unite the Britons around the Round Table of Camelot, even as dark forces conspire to tear it apart.",John Boorman,"Nigel Terry, Helen Mirren, Nicholas Clay, Cherie Lunghi",7.4
111,Stripes,https://www.imdb.com/title/tt0083131/,1981,106,"Comedy, War",Two friends who are dissatisfied with their jobs decide to join the army for a bit of fun.,Ivan Reitman,"Bill Murray, John Candy, Harold Ramis, Warren Oates",6.9
112,Christiane F. - Wir Kinder Vom Bahnhof Zoo,https://www.imdb.com/title/tt0082176/,1981,138,"Biography, Drama",A teen girl in 1970's Berlin becomes addicted to heroin. Everything in her life slowly begins to distort and disappear as she befriends a small crew of junkies and falls in love with a drug-abusing male prostitute.,Uli Edel,"Natja Brunckhorst, Eberhard Auriga, Peggy Bussieck, Lothar Chamski",7.6
113,Time Bandits,https://www.imdb.com/title/tt0081633/,1981,116,"Adventure, Comedy, Fantasy","A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal.",Terry Gilliam,"Sean Connery, Shelley Duvall, John Cleese, Katherine Helmond",7
114,Endless Love,https://www.imdb.com/title/tt0082329/,1981,116,"Drama, Romance","A high-school student's love for a 15-year-old girl is thwarted by parental disapproval, circumstance, and accident; he burns down her family's house and is committed to a psychiatric hospital.",Franco Zeffirelli,"Brooke Shields, Martin Hewitt, Shirley Knight, Don Murray",5
115,Scanners,https://www.imdb.com/title/tt0081455/,1981,103,"Horror, Sci-Fi, Thriller",A scientist sends a man with extraordinary psychic powers to hunt others like him.,David Cronenberg,"Jennifer O'Neill, Stephen Lack, Patrick McGoohan, Lawrence Dane",6.8
116,The Burning,https://www.imdb.com/title/tt0082118/,1981,91,Horror,"A former summer camp caretaker, horribly burned from a prank gone wrong, lurks around an upstate New York summer camp bent on killing the teenagers responsible for his disfigurement.",Tony Maylam,"Brian Matthews, Leah Ayres, Brian Backer, Larry Joshua",6.4
117,Clash Of The Titans,https://www.imdb.com/title/tt0082186/,1981,118,"Action, Adventure, Family",Perseus must battle Medusa and the Kraken to save the Princess Andromeda.,Desmond Davis,"Laurence Olivier, Harry Hamlin, Claire Bloom, Maggie Smith",6.9
118,Night Warning,https://www.imdb.com/title/tt0082813/,1981,96,"Horror, Mystery, Thriller",An orphaned teenager finds himself being dominated by his aunt who's hell-bent on keeping him with her...at all costs.,William Asher,"Jimmy McNichol, Susan Tyrrell, Bo Svenson, Marcia Lewis",6.4
119,Heavy Metal,https://www.imdb.com/title/tt0082509/,1981,86,"Animation, Adventure, Fantasy","A glowing green orb - which embodies ultimate evil - terrorizes a young girl with an anthology of bizarre and fantastic stories of dark fantasy, eroticism and horror.","Gerald Potterton, John Bruno, John Halas, Julian Harris, Jimmy T. Murakami, Barrie Nelson, Paul Sabella, Jack Stokes, Pino Van Lamsweerde, Harold Whitaker","Richard Romanus, John Candy, Joe Flaherty, Don Francks",6.7
120,For Your Eyes Only,https://www.imdb.com/title/tt0082398/,1981,127,"Action, Adventure, Thriller","James Bond is assigned to find a missing British vessel, equipped with a weapons encryption device and prevent it from falling into enemy hands.",John Glen,"Roger Moore, Carole Bouquet, Topol, Lynn-Holly Johnson",6.7
121,Body Heat,https://www.imdb.com/title/tt0082089/,1981,113,"Crime, Drama, Romance","In the midst of a searing Florida heat wave, a woman persuades her lover, a small-town lawyer, to murder her rich husband.",Lawrence Kasdan,"William Hurt, Kathleen Turner, Richard Crenna, Ted Danson",7.4
122,The Howling,https://www.imdb.com/title/tt0082533/,1981,91,Horror,"After a bizarre and near deadly encounter with a serial killer, a television newswoman is sent to a remote mountain resort whose residents may not be what they seem.",Joe Dante,"Dee Wallace, Patrick Macnee, Dennis Dugan, Christopher Stone",6.6
123,Friday The 13Th Part 2,https://www.imdb.com/title/tt0082418/,1981,87,"Horror, Mystery, Thriller","Mrs. Voorhees is dead, and Camp Crystal Lake is shut down, but a camp next to the infamous place is stalked by an unknown assailant.",Steve Miner,"Betsy Palmer, Amy Steel, John Furey, Adrienne King",6.1
124,Blow Out,https://www.imdb.com/title/tt0082085/,1981,108,"Crime, Drama, Mystery",A movie sound recordist accidentally records the evidence that proves that a car accident was actually murder and consequently finds himself in danger.,"Brian De Palma, John G. Fox","John Travolta, Nancy Allen, John Lithgow, Dennis Franz",7.4
125,Thief,https://www.imdb.com/title/tt0083190/,1981,123,"Action, Crime, Drama",An ace safe cracker wants to do one last big heist for the mob before going straight.,Michael Mann,"James Caan, Tuesday Weld, Willie Nelson, Jim Belushi",7.4
126,Taps,https://www.imdb.com/title/tt0083169/,1981,126,Drama,Military cadets take extreme measures to ensure the future of their academy when its existence is threatened by local condo developers.,Harold Becker,"George C. Scott, Timothy Hutton, Ronny Cox, Sean Penn",6.8
127,The Fox And The Hound,https://www.imdb.com/title/tt0082406/,1981,83,"Animation, Adventure, Drama","A little fox named Tod, and Copper, a hound puppy, vow to be best buddies forever. But as Copper grows into a hunting dog, their unlikely friendship faces the ultimate test.","Ted Berman, Richard Rich, Art Stevens, David Hand, Wolfgang Reitherman","Mickey Rooney, Kurt Russell, Pearl Bailey, Jack Albertson",7.3
128,Chariots Of Fire,https://www.imdb.com/title/tt0082158/,1981,125,"Biography, Drama, Sport","Two British track athletes, one a determined Jew, and the other a devout Christian, compete in the 1924 Olympics.",Hugh Hudson,"Ben Cross, Ian Charleson, Nicholas Farrell, Nigel Havers",7.2
129,La Guerre Du Feu,https://www.imdb.com/title/tt0082484/,1981,100,"Adventure, Drama, History",This story takes place in prehistoric time when three tribesmen search for a new fire source.,Jean-Jacques Annaud,"Everett McGill, Ron Perlman, Nicholas Kadi, Rae Dawn Chong",7.3
130,On Golden Pond,https://www.imdb.com/title/tt0082846/,1981,109,Drama,"Norman is a curmudgeon with an estranged relationship with his daughter Chelsea. At Golden Pond, he and his wife nevertheless agree to care for Billy, the son of Chelsea's new boyfriend, and a most unexpected relationship blooms.",Mark Rydell,"Katharine Hepburn, Henry Fonda, Jane Fonda, Doug McKeon",7.6
131,Galaxy Of Terror,https://www.imdb.com/title/tt0082431/,1981,81,"Action, Adventure, Horror","Science fiction suspense thriller, in which a rescue space ship crew meets up with horrors projected by their own imaginations.",Bruce D. Clark,"Edward Albert, Erin Moran, Ray Walston, Bernard Behrens",5.1
132,History Of The World: Part I,https://www.imdb.com/title/tt0082517/,1981,92,"Comedy, History, Musical",Mel Brooks brings his one-of-a-kind comic touch to the history of mankind covering events from the Old Testament to the French Revolution in a series of episodic comedy vignettes.,Mel Brooks,"Mel Brooks, Gregory Hines, Dom DeLuise, Madeline Kahn",6.9
133,Mommie Dearest,https://www.imdb.com/title/tt0082766/,1981,129,"Biography, Drama","The abusive and traumatic adoptive upbringing of Christina Crawford at the hands of her mother, screen queen Joan Crawford, is depicted.",Frank Perry,"Faye Dunaway, Diana Scarwid, Steve Forrest, Howard Da Silva",6.7
134,Halloween II,https://www.imdb.com/title/tt0082495/,1981,92,Horror,"While Sheriff Brackett and Dr. Loomis hunt for Michael Myers, a traumatized Laurie is rushed to hospital, and the serial killer is not far behind her.",Rick Rosenthal,"Jamie Lee Curtis, Donald Pleasence, Charles Cyphers, Jeffrey Kramer",6.5
135,Deadly Blessing,https://www.imdb.com/title/tt0082245/,1981,100,"Horror, Thriller","After her husband dies under mysterious circumstances, a widow becomes increasingly paranoid of the neighboring religious community that may have diabolical plans for her.",Wes Craven,"Maren Jensen, Sharon Stone, Susan Buckner, Jeff East",5.6
136,Arthur,https://www.imdb.com/title/tt0082031/,1981,97,"Comedy, Romance","Alcoholic billionaire playboy Arthur Bach must marry a woman he does not love, or he will be cut off from his $750,000,000 fortune. But when Arthur falls in love with a poor waitress, he must decide if he wants to choose love or money.",Steve Gordon,"Dudley Moore, Liza Minnelli, John Gielgud, Geraldine Fitzgerald",6.9
137,Cannibal Ferox,https://www.imdb.com/title/tt0082700/,1981,93,"Adventure, Horror","Three friends set out to disprove cannibalism on a trip to the Amazonian jungle, where they meet two men trying to escape a vicious cannibal tribe.",Umberto Lenzi,"Giovanni Lombardo Radice, Lorraine De Selle, Danilo Mattei, Zora Kerova",5.2
138,Victory,https://www.imdb.com/title/tt0083284/,1981,116,"Drama, Sport, War","As allied P.O.W.s prepare for a soccer game against the German National Team to be played in Nazi-occupied Paris, the French Resistance and British officers are making plans for the team's escape.",John Huston,"Michael Caine, Sylvester Stallone, Pelé, Bobby Moore",6.7
139,Gallipoli,https://www.imdb.com/title/tt0082432/,1981,110,"Adventure, Drama, History",Two Australian sprinters face the brutal realities of war when they are sent to fight in the Gallipoli campaign in Turkey during World War I.,Peter Weir,"Mel Gibson, Mark Lee, Bill Kerr, Harold Hopkins",7.4
140,Private Lessons,https://www.imdb.com/title/tt0082948/,1981,87,Comedy,An immigrant housemaid seduces a 15-year-old boy and later fakes her own death as part of his chauffeur's blackmail plot. Troubles arise when the two start to fall in love.,Alan Myerson,"Sylvia Kristel, Howard Hesseman, Eric Brown, Patrick Piccininni",5.2
